playerID,yearID,teamID,inseason,G,W,L,plyrMgr
willijo99,1916,NLG,1,22,14,8,Y
pettubi01,1916,NLS,1,29,8,21,Y
mcgrajo01,1916,NY1,1,155,86,66,N
donovbi01,1916,NYA,1,156,80,74,Y
mackco01,1916,PHA,1,154,36,117,N
moranpa01,1916,PHI,1,154,91,62,N
callani01,1916,PIT,1,157,65,89,N
jonesfi01,1916,SLA,1,158,79,75,N
walladi01,1916,SLG,1,44,18,24,Y
huggimi01,1916,SLN,1,153,60,93,Y
griffcl01,1916,WS1,1,159,76,77,N
tayloci99,1917,ABC,1,63,26,33,Y
barryja01,1917,BOS,1,157,90,62,Y
earlech01,1917,BRG,1,29,13,15,Y
robinwi01,1917,BRO,1,156,70,81,N
stallge01,1917,BSN,1,158,72,81,N
fosteru99,1917,CAG,1,65,49,14,Y
rowlapa99,1917,CHA,1,156,100,54,N
mitchfr01,1917,CHN,1,157,74,80,N
mathech01,1917,CIN,1,157,78,76,N
fohlle01,1917,CLE,1,156,88,66,N
chacope01,1917,CSE,1,27,13,14,Y
molinti01,1917,CSW,1,48,19,29,N
jennihu01,1917,DET,1,155,78,75,N
willijo99,1917,NLG,1,34,22,11,Y
mcgrajo01,1917,NY1,1,158,98,56,N
donovbi01,1917,NYA,1,155,71,82,N
mackco01,1917,PHA,1,154,55,98,N
moranpa01,1917,PHI,1,155,87,65,N
callani01,1917,PIT,1,61,20,40,N
wagneho01,1917,PIT,2,5,1,4,Y
bezdehu99,1917,PIT,3,91,30,59,N
jonesfi01,1917,SLA,1,155,57,97,N
huggimi01,1917,SLN,1,154,82,70,N
griffcl01,1917,WS1,1,158,74,79,N
tayloci99,1918,ABC,1,46,25,18,Y
tuckehe99,1918,AC,1,21,8,12,N
barroed99,1918,BOS,1,126,75,51,N
lloydpo99,1918,BRG,1,25,12,13,Y
robinwi01,1918,BRO,1,127,57,69,N
stallge01,1918,BSN,1,124,53,71,N
fosteru99,1918,CAG,1,30,20,8,N
rowlapa99,1918,CHA,1,124,57,67,N
mitchfr01,1918,CHN,1,131,84,45,N
mathech01,1918,CIN,1,120,61,57,N
grohhe01,1918,CIN,2,10,7,3,Y
fohlle01,1918,CLE,1,129,73,54,N
chacope01,1918,CSE,1,26,12,14,Y
molinti01,1918,CSW,1,42,17,23,N
jennihu01,1918,DET,1,128,55,71,Y
sykesdo01,1918,HIL,1,6,4,2,Y
downsbu01,1918,HIL,2,6,4,2,Y
willijo99,1918,NLG,1,28,16,12,Y
mcgrajo01,1918,NY1,1,124,71,53,N
huggimi01,1918,NYA,1,126,60,63,N
mackco01,1918,PHA,1,130,52,76,N
moranpa01,1918,PHI,1,125,55,68,N
bezdehu99,1918,PIT,1,126,65,60,N
jonesfi01,1918,SLA,1,46,22,24,N
austiji01,1918,SLA,2,16,7,9,Y
burkeji01,1918,SLA,3,61,29,31,N
hendrja01,1918,SLN,1,133,51,78,N
griffcl01,1918,WS1,1,130,72,56,N
lloydpo99,1919,AC,1,22,14,8,Y
barroed99,1919,BOS,1,138,66,71,N
lloydpo99,1919,BRG,1,6,1,5,Y
santolo99,1919,BRG,2,11,3,8,Y
robinwi01,1919,BRO,1,141,69,71,N
stallge01,1919,BSN,1,140,57,82,N
fosteru99,1919,CAG,1,43,27,16,N
gleaski01,1919,CHA,1,140,88,52,N
mitchfr01,1919,CHN,1,140,75,65,N
moranpa01,1919,CIN,1,140,96,44,N
fohlle01,1919,CLE,1,78,44,34,N
speaktr01,1919,CLE,2,61,40,21,Y
chacope01,1919,CSE,1,24,13,11,Y
molinti01,1919,CSW,1,36,19,17,N
jennihu01,1919,DET,1,140,80,60,N
hillpe99,1919,DS,1,41,27,14,Y
downsbu01,1919,HIL,1,5,3,2,Y
briggot01,1919,HIL,2,16,7,9,Y
willijo99,1919,NLG,1,28,16,12,Y
mcgrajo01,1919,NY1,1,140,87,53,N
huggimi01,1919,NYA,1,141,80,59,N
mackco01,1919,PHA,1,140,36,104,N
coombja01,1919,PHI,1,63,18,44,N
cravaga01,1919,PHI,2,75,29,46,Y
bezdehu99,1919,PIT,1,139,71,68,N
burkeji01,1919,SLA,1,140,67,72,N
rickebr01,1919,SLN,1,138,54,83,N
griffcl01,1919,WS1,1,142,56,84,N
tayloci99,1920,ABC,1,96,46,45,Y
reddidi01,1920,AC,1,39,22,16,Y
barroed99,1920,BOS,1,154,72,81,N
lloydpo99,1920,BRG,1,22,13,7,Y
robinwi01,1920,BRO,1,155,93,61,N
stallge01,1920,BSN,1,153,62,90,N
fosteru99,1920,CAG,1,72,51,19,N
gleaski01,1920,CHA,1,154,96,58,N
mitchfr01,1920,CHN,1,154,75,79,N
moranpa01,1920,CIN,1,154,82,71,N
speaktr01,1920,CLE,1,154,98,56,Y
greenjo03,1920,COG,1,42,6,36,Y
chacope01,1920,CSE,1,16,5,11,Y
molinti01,1920,CSW,1,69,35,34,N
jennihu01,1920,DET,1,155,61,93,N
tayloca99,1920,DM,1,54,17,37,Y
hillpe99,1920,DS,1,68,41,27,Y
francbi01,1920,HIL,1,20,9,9,Y
mendejo99,1920,KCM,1,79,42,35,Y
willijo99,1920,NLG,1,12,4,8,Y
mcgrajo01,1920,NY1,1,155,86,68,N
huggimi01,1920,NYA,1,154,95,59,N
mackco01,1920,PHA,1,156,48,106,N
cravaga01,1920,PHI,1,153,62,91,Y
gibsoge01,1920,PIT,1,155,79,75,N
burkeji01,1920,SLA,1,154,76,77,N
walladi01,1920,SLG,1,72,33,39,Y
rickebr01,1920,SLN,1,155,75,79,N
griffcl01,1920,WS1,1,153,68,84,N
tayloci99,1921,ABC,1,116,56,56,Y
reddidi01,1921,AC,1,83,44,36,Y
duffyhu01,1921,BOS,1,154,75,79,N
dougled01,1921,BRG,1,13,5,8,Y
robinwi01,1921,BRO,1,152,77,75,N
mitchfr01,1921,BSN,1,153,79,74,N
fosteru99,1921,CAG,1,87,55,28,Y
gleaski01,1921,CHA,1,154,62,92,N
eversjo01,1921,CHN,1,96,41,55,N
killebi01,1921,CHN,2,57,23,34,Y
moranpa01,1921,CIN,1,153,70,83,N
speaktr01,1921,CLE,1,154,94,60,Y
lloydpo99,1921,COB,1,93,43,49,Y
greenjo03,1921,COG,1,57,14,40,Y
molinti01,1921,CS,1,81,36,43,N
chacope01,1921,CSE,1,19,10,9,Y
cobbty01,1921,DET,1,154,71,82,Y
hillpe99,1921,DS,1,87,39,47,Y
francbi01,1921,HIL,1,46,27,18,Y
crawfsa02,1921,KCM,1,101,57,44,Y
willijo99,1921,NLG,1,22,12,10,Y
mcgrajo01,1921,NY1,1,153,94,59,N
huggimi01,1921,NYA,1,153,98,55,N
mackco01,1921,PHA,1,155,53,100,N
donovbi01,1921,PHI,1,87,25,62,N
wilheka01,1921,PHI,2,67,26,41,Y
gibsoge01,1921,PIT,1,154,90,63,N
fohlle01,1921,SLA,1,154,81,73,N
walladi01,1921,SLG,1,81,46,34,Y
rickebr01,1921,SLN,1,154,87,66,N
mcbrige01,1921,WS1,1,154,80,73,N
taylobe99,1922,ABC,1,107,63,42,Y
piercbi03,1922,BBS,1,13,5,7,Y
millelo01,1922,BBS,2,39,20,19,Y
duffyhu01,1922,BOS,1,154,61,93,N
dougled01,1922,BRG,1,10,6,4,Y
robinwi01,1922,BRO,1,155,76,78,N
mitchfr01,1922,BSN,1,154,53,100,N
fosteru99,1922,CAG,1,77,46,30,Y
gleaski01,1922,CHA,1,155,77,77,N
killebi01,1922,CHN,1,156,80,74,N
moranpa01,1922,CIN,1,156,86,68,N
speaktr01,1922,CLE,1,155,78,76,Y
chacope01,1922,CSE,1,21,10,9,Y
molinti01,1922,CSW,1,61,18,43,N
tayloca99,1922,CTS,1,63,25,35,Y
cobbty01,1922,DET,1,155,79,75,Y
petwabr01,1922,DS,1,86,49,36,Y
francbi01,1922,HIL,1,48,20,27,Y
crawfsa02,1922,KCM,1,85,50,33,Y
willijo99,1922,NLG,1,21,9,9,Y
mcgrajo01,1922,NY1,1,156,93,61,N
huggimi01,1922,NYA,1,154,94,60,N
lloydpo99,1922,NYB,1,68,30,37,Y
mackco01,1922,PHA,1,155,65,89,N
wilheka01,1922,PHI,1,154,57,96,N
gibsoge01,1922,PIT,1,65,32,33,N
mckecbi01,1922,PIT,2,90,53,36,N
dismudi01,1922,PK,1,37,12,23,Y
johnsdi02,1922,PK,2,9,2,6,N
fohlle01,1922,SLA,1,154,93,61,N
rickebr01,1922,SLN,1,154,85,69,N
gatewbi01,1922,SLS,1,66,29,37,Y
milancl01,1922,WS1,1,154,69,85,Y
dismudi01,1923,ABC,1,84,51,33,Y
lundydi01,1923,ACB,1,59,28,30,Y
willipo02,1923,BBB,1,45,16,25,Y
millelo01,1923,BBS,1,12,7,5,N
mahonan01,1923,BBS,2,35,10,24,N
hallbl01,1923,BBS,3,12,6,6,Y
chancfr01,1923,BOS,1,154,61,91,N
dougled01,1923,BRG,1,36,17,18,Y
robinwi01,1923,BRO,1,155,76,78,N
mitchfr01,1923,BSN,1,155,54,100,N
fosteru99,1923,CAG,1,78,48,29,N
gleaski01,1923,CHA,1,156,69,85,N
killebi01,1923,CHN,1,154,83,71,N
moranpa01,1923,CIN,1,154,91,63,N
speaktr01,1923,CLE,1,153,82,71,Y
chacope01,1923,CSE,1,41,24,17,Y
molinti01,1923,CSW,1,62,27,35,N
cobbty01,1923,DET,1,155,83,71,Y
petwabr01,1923,DS,1,71,41,30,Y
lloydpo99,1923,HIL,1,62,40,21,Y
crawfsa02,1923,KCM,1,43,26,17,Y
mendejo99,1923,KCM,2,55,35,20,Y
hillpe99,1923,MB,1,67,14,52,Y
wallsgr99,1923,MRS,1,22,15,7,N
willijo99,1923,NLG,1,41,18,23,Y
mcgrajo01,1923,NY1,1,153,95,58,N
huggimi01,1923,NYA,1,152,98,54,N
mackco01,1923,PHA,1,153,69,83,N
fletcar01,1923,PHI,1,155,50,104,N
mckecbi01,1923,PIT,1,154,87,67,N
fohlle01,1923,SLA,1,103,52,49,N
austiji01,1923,SLA,2,51,22,29,Y
rickebr01,1923,SLN,1,154,79,74,N
hewitjo01,1923,SLS,1,40,17,23,Y
tayloca99,1923,SLS,2,41,15,25,Y
johnsdi02,1923,TT,1,13,3,10,Y
tayloca99,1923,TT,2,14,7,7,Y
bushdo01,1923,WS1,1,155,75,78,Y
dismudi01,1924,ABC,1,28,5,21,Y
lloydpo99,1924,ACB,1,70,36,32,Y
crawfsa02,1924,BBB,1,3,0,2,N
weslech01,1924,BBB,2,31,18,11,Y
dismudi01,1924,BBB,3,41,14,26,Y
hewitjo01,1924,BBB,4,11,5,6,Y
hillpe99,1924,BBS,1,61,38,23,Y
fohlle01,1924,BOS,1,157,67,87,N
dougled01,1924,BRG,1,41,15,25,Y
robinwi01,1924,BRO,1,154,92,62,N
bancrda01,1924,BSN,1,154,53,100,Y
fosteru99,1924,CAG,1,83,56,27,N
whiteso99,1924,CBN,1,31,11,20,N
rayot01,1924,CBN,2,18,5,13,Y
eversjo01,1924,CHA,1,21,10,11,N
walshed01,1924,CHA,2,3,1,2,N
collied01,1924,CHA,3,27,14,13,Y
eversjo01,1924,CHA,4,103,41,61,N
killebi01,1924,CHN,1,154,81,72,N
hendrja01,1924,CIN,1,153,83,70,N
speaktr01,1924,CLE,1,153,67,86,Y
chacope01,1924,CSE,1,50,17,32,Y
molinti01,1924,CSW,1,53,18,35,N
cobbty01,1924,DET,1,156,86,68,Y
petwabr01,1924,DS,1,67,35,31,Y
charlos99,1924,HBG,1,61,30,31,Y
warfifr01,1924,HIL,1,72,47,25,Y
mendejo99,1924,KCM,1,79,57,22,Y
glassca01,1924,MRS,1,68,27,38,Y
gansju01,1924,NLG,1,68,36,31,Y
mcgrajo01,1924,NY1,1,29,16,13,N
jennihu01,1924,NY1,2,44,32,12,N
mcgrajo01,1924,NY1,3,81,45,35,N
huggimi01,1924,NYA,1,153,89,63,N
mackco01,1924,PHA,1,152,71,81,N
fletcar01,1924,PHI,1,152,55,96,N
mckecbi01,1924,PIT,1,153,90,63,N
sislege01,1924,SLA,1,153,74,78,Y
rickebr01,1924,SLN,1,154,65,89,N
tayloca99,1924,SLS,1,84,43,41,Y
taylobe99,1924,WP,1,62,21,40,Y
harribu01,1924,WS1,1,156,92,62,Y
allento01,1925,ABC,1,70,17,53,Y
lloydpo99,1925,ACB,1,76,36,38,Y
pattewi99,1925,BBB,1,16,3,13,N
crawfsa02,1925,BBB,2,74,24,48,Y
beckwjo02,1925,BBS,1,42,24,17,Y
hillpe99,1925,BBS,2,29,12,16,Y
fohlle01,1925,BOS,1,152,47,105,N
dougled01,1925,BRG,1,35,14,20,Y
robinwi01,1925,BRO,1,153,68,85,N
bancrda01,1925,BSN,1,153,70,83,Y
fosteru99,1925,CAG,1,102,57,43,N
collied01,1925,CHA,1,154,79,75,Y
killebi01,1925,CHN,1,75,33,42,N
maranra01,1925,CHN,2,53,23,30,Y
gibsoge01,1925,CHN,3,26,12,14,N
hendrja01,1925,CIN,1,153,80,73,N
speaktr01,1925,CLE,1,155,70,84,Y
chacope01,1925,CSE,1,45,18,26,Y
molinti01,1925,CSW,1,51,20,31,N
cobbty01,1925,DET,1,156,81,73,Y
petwabr01,1925,DS,1,100,56,44,Y
charlos99,1925,HBG,1,73,48,24,Y
warfifr01,1925,HIL,1,72,53,18,Y
mendejo99,1925,KCM,1,91,63,26,Y
dismudi01,1925,MRS,1,88,34,53,Y
gansju01,1925,NLG,1,36,3,31,Y
lindscl01,1925,NLG,2,14,4,10,Y
mcgrajo01,1925,NY1,1,14,10,4,N
jennihu01,1925,NY1,2,32,21,11,N
mcgrajo01,1925,NY1,3,106,55,51,N
huggimi01,1925,NYA,1,156,69,85,N
mackco01,1925,PHA,1,153,88,64,N
fletcar01,1925,PHI,1,153,68,85,N
mckecbi01,1925,PIT,1,153,95,58,N
sislege01,1925,SLA,1,154,82,71,Y
rickebr01,1925,SLN,1,38,13,25,N
hornsro01,1925,SLN,2,115,64,51,Y
tayloca99,1925,SLS,1,97,65,30,Y
mccleda01,1925,WMP,1,12,3,9,N
egglema01,1925,WMP,2,21,7,12,Y
harribu01,1925,WS1,1,152,96,55,Y
demosbi01,1926,ABC,1,91,40,50,Y
lundydi01,1926,ACB,1,74,43,29,Y
taylobe99,1926,BBS,1,62,22,38,Y
fohlle01,1926,BOS,1,154,46,107,N
waterjo99,1926,BRG,1,35,11,24,N
robinwi01,1926,BRO,1,155,71,82,N
bancrda01,1926,BSN,1,153,66,86,Y
fosteru99,1926,CAG,1,45,27,17,N
malarda01,1926,CAG,2,39,30,7,Y
tayloca99,1926,CEL,1,48,7,40,Y
duncafr01,1926,CEL,2,2,1,1,Y
collied01,1926,CHA,1,155,81,72,Y
mccarjo99,1926,CHN,1,155,82,72,N
hendrja01,1926,CIN,1,157,87,67,N
speaktr01,1926,CLE,1,154,88,66,Y
chacope01,1926,CSE,1,51,29,22,Y
molinti01,1926,CSW,1,68,19,49,N
cobbty01,1926,DET,1,157,79,75,Y
huffed01,1926,DM,1,42,6,36,Y
riggibi01,1926,DS,1,79,44,34,Y
tayloca99,1926,DS,2,21,8,13,Y
charlos99,1926,HBG,1,49,27,22,Y
warfifr01,1926,HIL,1,88,53,33,Y
roganbu99,1926,KCM,1,82,60,22,Y
lloydpo99,1926,NLG,1,54,22,31,Y
harrian03,1926,NS,1,11,1,10,Y
mcgrajo01,1926,NY1,1,151,74,77,N
huggimi01,1926,NYA,1,155,91,63,N
mackco01,1926,PHA,1,150,83,67,N
fletcar01,1926,PHI,1,152,58,93,N
mckecbi01,1926,PIT,1,157,84,69,N
sislege01,1926,SLA,1,155,62,92,Y
hornsro01,1926,SLN,1,156,89,65,Y
russebr01,1926,SLS,1,9,1,8,Y
dismudi01,1926,SLS,2,30,20,10,Y
reesejo01,1926,SLS,3,59,40,17,Y
harribu01,1926,WS1,1,152,81,69,Y
lundydi01,1927,ACB,1,91,55,35,Y
jonesru02,1927,BBB,1,100,53,44,Y
taylobe99,1927,BBS,1,72,34,36,Y
carribi02,1927,BOS,1,154,51,103,N
reddidi01,1927,BRG,1,34,11,23,Y
robinwi01,1927,BRO,1,154,65,88,N
bancrda01,1927,BSN,1,155,60,94,Y
malarda01,1927,CAG,1,94,62,31,Y
schalra01,1927,CHA,1,153,70,83,Y
mccarjo99,1927,CHN,1,153,85,68,N
duncafr01,1927,CHT,1,52,13,39,Y
hendrja01,1927,CIN,1,153,75,78,N
mccalja99,1927,CLE,1,153,66,87,N
chacope01,1927,CSE,1,35,19,15,Y
barobe01,1927,CSE,2,27,12,14,Y
molinti01,1927,CSW,1,70,22,47,N
moriage02,1927,DET,1,156,82,71,N
demosbi01,1927,DS,1,99,52,47,Y
beckwjo02,1927,HBG,1,69,38,31,Y
warfifr01,1927,HIL,1,16,7,9,Y
briggot01,1927,HIL,2,71,31,39,Y
roganbu99,1927,KCM,1,88,55,33,Y
weslech01,1927,MRS,1,97,26,68,Y
lloydpo99,1927,NLG,1,32,11,21,Y
mcgrajo01,1927,NY1,1,122,70,52,N
hornsro01,1927,NY1,2,33,22,10,Y
huggimi01,1927,NYA,1,155,110,44,N
mackco01,1927,PHA,1,155,91,63,N
mcinnst01,1927,PHI,1,155,51,103,Y
bushdo01,1927,PIT,1,156,94,60,N
howleda01,1927,SLA,1,155,59,94,N
ofarrbo01,1927,SLN,1,153,92,61,Y
tayloca99,1927,SLS,1,99,62,37,Y
harribu01,1927,WS1,1,157,85,69,Y
lundydi01,1928,ACB,1,63,30,31,Y
willipo02,1928,BBB,1,14,3,11,Y
weslech01,1928,BBB,2,88,44,44,Y
taylobe99,1928,BBS,1,61,29,29,Y
carribi02,1928,BOS,1,154,57,96,N
robinwi01,1928,BRO,1,155,77,76,N
slattja01,1928,BSN,1,31,11,20,N
hornsro01,1928,BSN,2,122,39,83,Y
malarda01,1928,CAG,1,62,41,20,Y
harnege01,1928,CAG,2,37,18,19,Y
schalra01,1928,CHA,1,75,32,42,Y
blackle01,1928,CHA,2,80,40,40,N
mccarjo99,1928,CHN,1,154,91,63,N
hendrja01,1928,CIN,1,153,78,74,N
peckiro01,1928,CLE,1,155,62,92,N
fernajo05,1928,CSE,1,30,9,18,Y
molinti01,1928,CSW,1,54,13,41,N
duncafr01,1928,CTG,1,24,4,20,Y
jeffrha01,1928,CTG,2,25,7,18,Y
crawfsa02,1928,CTG,3,30,9,21,Y
moriage02,1928,DET,1,154,68,86,N
demosbi01,1928,DS,1,96,56,40,Y
poseycu99,1928,HG,1,20,11,9,N
briggot01,1928,HIL,1,64,35,28,Y
roganbu99,1928,KCM,1,80,50,29,Y
glassca01,1928,MRS,1,84,33,51,Y
lloydpo99,1928,NLG,1,40,21,17,Y
mcgrajo01,1928,NY1,1,155,93,61,N
huggimi01,1928,NYA,1,154,101,53,N
mackco01,1928,PHA,1,153,98,55,N
shottbu01,1928,PHI,1,152,43,109,N
bushdo01,1928,PIT,1,152,85,67,N
johnsbi05,1928,PTG,1,9,2,7,Y
howleda01,1928,SLA,1,154,82,72,N
mckecbi01,1928,SLN,1,154,95,59,N
tayloca99,1928,SLS,1,93,67,26,Y
harribu01,1928,WS1,1,155,75,79,Y
taylobe99,1929,ACB,1,73,20,51,Y
weslech01,1929,BBB,1,69,27,41,Y
smithcl02,1929,BBB,2,26,8,18,Y
warfifr01,1929,BBS,1,89,61,28,Y
carribi02,1929,BOS,1,155,58,96,N
robinwi01,1929,BRO,1,153,70,83,N
fuchsju99,1929,BSN,1,154,56,98,N
brownji04,1929,CAG,1,104,62,42,Y
blackle01,1929,CHA,1,152,59,93,Y
mccarjo99,1929,CHN,1,156,98,54,N
hendrja01,1929,CIN,1,155,66,88,N
peckiro01,1929,CLE,1,152,81,71,N
fernajo05,1929,CSE,1,61,16,43,Y
molinti01,1929,CSW,1,60,19,40,N
harribu01,1929,DET,1,155,70,84,Y
demosbi01,1929,DS,1,88,43,45,Y
poseycu99,1929,HG,1,71,34,34,N
charlos99,1929,HIL,1,4,0,4,Y
cockrph01,1929,HIL,2,80,44,32,Y
roganbu99,1929,KCM,1,82,65,17,Y
glassca01,1929,MRS,1,11,8,3,Y
kenyoha01,1929,MRS,2,76,17,56,Y
lloydpo99,1929,NLG,1,75,45,28,Y
mcgrajo01,1929,NY1,1,152,84,67,N
huggimi01,1929,NYA,1,143,82,61,N
fletcar01,1929,NYA,2,11,6,5,N
mackco01,1929,PHA,1,151,104,46,N
shottbu01,1929,PHI,1,154,71,82,N
bushdo01,1929,PIT,1,119,67,51,N
ensje01,1929,PIT,2,35,21,14,N
howleda01,1929,SLA,1,154,79,73,N
southbi01,1929,SLN,1,90,43,45,Y
streega01,1929,SLN,2,1,1,0,N
mckecbi01,1929,SLN,3,63,34,29,N
tayloca99,1929,SLS,1,107,64,41,Y
johnswa01,1929,WS1,1,153,71,81,N
smithcl02,1930,BBB,1,65,34,31,Y
gatewbi01,1930,BBB,2,33,12,19,N
warfifr01,1930,BBS,1,46,24,20,Y
wagnehe01,1930,BOS,1,154,52,102,N
robinwi01,1930,BRO,1,154,86,68,N
mckecbi01,1930,BSN,1,154,70,84,N
brownji04,1930,CAG,1,51,19,32,Y
fostebi99,1930,CAG,2,57,34,23,Y
bushdo01,1930,CHA,1,154,62,92,N
mccarjo99,1930,CHN,1,152,86,64,N
hornsro01,1930,CHN,2,4,4,0,Y
howleda01,1930,CIN,1,154,59,95,N
peckiro01,1930,CLE,1,154,81,73,N
molinti01,1930,CSW,1,63,24,39,N
harribu01,1930,DET,1,154,75,79,N
demosbi01,1930,DS,1,95,54,41,N
poseycu99,1930,HG,1,60,44,15,N
cockrph01,1930,HIL,1,39,8,30,Y
roganbu99,1930,KCM,1,37,27,10,Y
mothedi01,1930,KCM,2,40,13,27,Y
tayloca99,1930,MRS,1,88,33,54,Y
hewitjo01,1930,NEG,1,87,28,58,Y
lloydpo99,1930,NLG,1,56,41,14,Y
mcgrajo01,1930,NY1,1,154,87,67,N
shawkbo01,1930,NYA,1,154,86,68,N
mackco01,1930,PHA,1,154,102,52,N
shottbu01,1930,PHI,1,156,52,102,N
ensje01,1930,PIT,1,154,80,74,N
killebi01,1930,SLA,1,154,64,90,N
streega01,1930,SLN,1,154,92,62,N
reesejo01,1930,SLS,1,102,74,27,Y
johnswa01,1930,WS1,1,154,94,60,N
tayloca99,1931,AB2,1,71,34,36,Y
warfifr01,1931,BBS,1,61,22,38,Y
collish01,1931,BOS,1,153,62,90,N
robinwi01,1931,BRO,1,153,79,73,N
mckecbi01,1931,BSN,1,156,64,90,N
malarda01,1931,CC2,1,26,6,19,Y
hewitjo01,1931,CCU,1,53,27,26,Y
bushdo01,1931,CHA,1,156,56,97,N
hornsro01,1931,CHN,1,156,84,70,Y
howleda01,1931,CIN,1,154,58,96,N
peckiro01,1931,CLE,1,155,78,76,N
harribu01,1931,DET,1,154,61,93,Y
demosbi01,1931,DS,1,61,25,36,N
lloydpo99,1931,HAR,1,18,6,12,Y
poseycu99,1931,HG,1,56,34,21,N
johnsju99,1931,HIL,1,53,38,14,Y
roganbu99,1931,KCM,1,19,10,9,N
willipo02,1931,LOW,1,61,24,36,Y
mcgrajo01,1931,NY1,1,153,87,65,N
mccarjo99,1931,NYA,1,155,94,59,N
mackco01,1931,PHA,1,153,107,45,N
shottbu01,1931,PHI,1,155,66,88,N
ensje01,1931,PIT,1,155,75,79,N
killebi01,1931,SLA,1,154,63,91,N
streega01,1931,SLN,1,154,101,53,Y
reesejo01,1931,SLS,1,71,51,19,Y
johnswa01,1931,WS1,1,156,92,62,N
tayloca99,1932,AB2,1,61,25,32,Y
willipo02,1932,BBB,1,27,12,15,N
lundydi01,1932,BBS,1,66,33,33,Y
fortstf99,1932,BCA,1,24,6,18,
collish01,1932,BOS,1,55,11,44,N
mcmanma01,1932,BOS,2,99,32,67,Y
careyma01,1932,BRO,1,154,81,73,N
mckecbi01,1932,BSN,1,155,77,77,N
malarda01,1932,CAG,1,82,50,32,Y
fonsele01,1932,CHA,1,152,49,102,Y
hornsro01,1932,CHN,1,99,53,46,Y
grimmch01,1932,CHN,2,55,37,18,Y
howleda01,1932,CIN,1,155,60,94,N
peckiro01,1932,CLE,1,153,87,65,N
youngwp99,1932,CLS,1,26,11,14,N
ramirra04,1932,CUP,1,38,18,20,Y
harribu01,1932,DET,1,153,76,75,N
dismudi01,1932,DW,1,37,28,9,Y
wilsoju99,1932,HG,1,41,21,19,Y
poseycu99,1932,HG,2,33,21,12,N
johnsju99,1932,HIL,1,28,11,17,Y
cockrph01,1932,HIL,2,4,0,4,Y
mothedi01,1932,KCM,1,18,13,5,Y
jonesru02,1932,LRG,1,19,8,11,Y
lyonsji01,1932,LVB,1,8,0,8,Y
brownji04,1932,LVB,2,36,12,23,Y
hannohe01,1932,MGS,1,47,22,24,N
johnsfr04,1932,MRM,1,63,42,20,Y
currygo01,1932,MRS,1,57,29,28,Y
scalege01,1932,NBY,1,32,17,14,Y
hewitjo01,1932,NEG,1,53,26,27,Y
beckwjo02,1932,NWB,1,4,0,4,Y
mcgrajo01,1932,NY1,1,40,17,23,N
terrybi01,1932,NY1,2,114,55,59,Y
mccarjo99,1932,NYA,1,156,107,47,N
charlos99,1932,PC,1,93,55,36,Y
mackco01,1932,PHA,1,154,94,60,N
shottbu01,1932,PHI,1,154,78,76,N
gibsoge01,1932,PIT,1,154,86,68,N
killebi01,1932,SLA,1,154,63,91,N
streega01,1932,SLN,1,156,72,82,N
warfifr01,1932,WAP,1,46,16,30,Y
mcdonwe01,1932,WAP,2,18,7,11,Y
johnswa01,1932,WS1,1,154,93,61,N
demosbi01,1933,ACG,1,11,3,8,N
mcmanma01,1933,BOS,1,149,63,86,Y
careyma01,1933,BRO,1,157,65,88,N
mckecbi01,1933,BSN,1,156,83,71,N
malarda01,1933,CAG,1,64,41,22,Y
dismudi01,1933,CBB,1,44,16,28,N
fonsele01,1933,CHA,1,151,67,83,Y
grimmch01,1933,CHN,1,154,86,68,Y
bushdo01,1933,CIN,1,153,58,94,N
peckiro01,1933,CLE,1,51,26,25,N
falkbi01,1933,CLE,2,1,1,0,N
johnswa01,1933,CLE,3,99,48,51,N
harribu01,1933,DET,1,153,73,79,N
bakerde01,1933,DET,2,2,2,0,N
poseycu99,1933,HG,1,33,16,14,N
tayloca99,1933,ID,1,48,17,31,Y
roganbu99,1933,KCM,1,6,4,2,Y
scalege01,1933,NBY,1,19,10,9,Y
stratfe01,1933,NEG,1,47,21,25,Y
terrybi01,1933,NY1,1,156,91,61,Y
mccarjo99,1933,NYA,1,152,91,59,N
charlos99,1933,PC,1,91,51,38,Y
mackco01,1933,PHA,1,152,79,72,N
shottbu01,1933,PHI,1,152,60,92,N
gibsoge01,1933,PIT,1,154,87,67,N
lundydi01,1933,PS,1,35,22,13,Y
killebi01,1933,SLA,1,91,34,57,N
sothoal01,1933,SLA,2,8,2,6,N
hornsro01,1933,SLA,3,54,19,33,Y
streega01,1933,SLN,1,91,46,45,N
friscfr01,1933,SLN,2,63,36,26,Y
hubbaje01,1933,SOX,1,44,20,23,Y
cronijo01,1933,WS1,1,153,99,53,Y
dixonra01,1934,BBS,1,15,4,9,Y
harribu01,1934,BOS,1,153,76,76,N
stengca01,1934,BRO,1,153,71,81,N
mckecbi01,1934,BSN,1,152,78,73,N
malarda01,1934,CAG,1,62,34,25,Y
fonsele01,1934,CHA,1,15,4,11,N
dykesji01,1934,CHA,2,138,49,88,Y
grimmch01,1934,CHN,1,152,86,65,Y
ofarrbo01,1934,CIN,1,91,30,60,Y
shottbu01,1934,CIN,2,1,1,0,N
dressch01,1934,CIN,3,60,21,39,N
johnswa01,1934,CLE,1,154,85,69,N
willibo02,1934,CRS,1,28,4,24,Y
cochrmi01,1934,DET,1,154,101,53,Y
