playerID,awardID,yearID,lgID
aaronha01,Gold Glove,1958,NL
aaronha01,Gold Glove,1959,NL
aaronha01,Gold Glove,1960,NL
aaronha01,Lou Gehrig Memorial Award,1970,ML
aaronha01,Most Valuable Player,1957,NL
aaronha01,Player of the Week,1973,NL
aaronha01,Player of the Week,1973,NL
aaronha01,Player of the Week,1973,NL
aaronha01,Player of the Week,1974,NL
aaronha01,TSN All-Star,1956,ML
aaronha01,TSN All-Star,1958,ML
aaronha01,TSN All-Star,1959,ML
aaronha01,TSN All-Star,1963,NL
aaronha01,TSN All-Star,1965,NL
aaronha01,TSN All-Star,1967,NL
aaronha01,TSN All-Star,1969,NL
aaronha01,TSN All-Star,1970,NL
aaronha01,TSN All-Star,1971,NL
aaronha01,TSN Player of the Year,1956,NL
aaronha01,TSN Player of the Year,1963,NL
aasedo01,Pitcher of the Month,1986,AL
aasedo01,Player of the Week,1977,AL
abbotji01,Hutch Award,1995,ML
abbotji01,Player of the Week,1993,AL
abbotji01,TSN All-Star,1991,AL
abernte02,TSN Fireman of the Year,1965,NL
abernte02,TSN Fireman of the Year,1967,NL
abramcj01,Player of the Week,2023,NL
abreubo01,Gold Glove,2005,NL
abreubo01,Player of the Month,2005,NL
abreubo01,Player of the Month,2009,AL
abreubo01,Player of the Week,2001,NL
abreubo01,Player of the Week,2004,NL
abreubo01,Player of the Week,2005,NL
abreubo01,Player of the Week,2010,AL
abreubo01,Silver Slugger,2004,NL
abreujo02,All-MLB Team - Second Team,2020,ML
abreujo02,Hank Aaron Award,2020,AL
abreujo02,MLB Players Choice Outstanding Player,2020,AL
abreujo02,MLB Players Choice Outstanding Rookie,2014,AL
abreujo02,Most Valuable Player,2020,AL
abreujo02,Player of the Month,2014,AL
abreujo02,Player of the Month,2014,AL
abreujo02,Player of the Month,2020,AL
abreujo02,Player of the Month,2021,AL
abreujo02,Player of the Week,2014,AL
abreujo02,Player of the Week,2015,AL
abreujo02,Player of the Week,2015,AL
abreujo02,Player of the Week,2017,AL
abreujo02,Player of the Week,2020,AL
abreujo02,Player of the Week,2021,AL
abreujo02,Rookie of the Month,2014,AL
abreujo02,Rookie of the Month,2014,AL
abreujo02,Rookie of the Month,2014,AL
abreujo02,Rookie of the Year,2014,AL
abreujo02,Silver Slugger,2014,AL
abreujo02,Silver Slugger,2018,AL
abreujo02,Silver Slugger,2020,AL
abreujo02,This Year in Baseball Rookie of the Year,2014,ML
abreujo02,TSN All-Star,2020,AL
abreujo02,TSN All-Star,2022,AL
abreujo02,TSN Major League Player of the Year,2020,ML
abreujo02,TSN Rookie of the Year,2014,AL
abreuwi02,Gold Glove,2024,AL
abreuwi02,Gold Glove,2025,AL
acunaro01,All-MLB Team - First Team,2023,ML
acunaro01,All-MLB Team - Second Team,2019,ML
acunaro01,All-MLB Team - Second Team,2020,ML
acunaro01,Comeback Player of the Year,2025,NL
acunaro01,Hank Aaron Award,2023,NL
acunaro01,MLB Players Choice Comeback Player,2022,NL
acunaro01,MLB Players Choice Outstanding Player,2023,NL
acunaro01,MLB Players Choice Outstanding Rookie,2018,NL
acunaro01,MLB Players Choice Player of the Year,2023,ML
acunaro01,Most Valuable Player,2023,NL
acunaro01,Player of the Month,2021,NL
acunaro01,Player of the Month,2023,NL
acunaro01,Player of the Month,2023,NL
acunaro01,Player of the Month,2023,NL
acunaro01,Player of the Week,2018,NL
acunaro01,Player of the Week,2019,NL
acunaro01,Player of the Week,2021,NL
acunaro01,Player of the Week,2023,NL
acunaro01,Player of the Week,2025,NL
acunaro01,Rookie of the Month,2018,NL
acunaro01,Rookie of the Year,2018,NL
acunaro01,Silver Slugger,2019,NL
acunaro01,Silver Slugger,2020,NL
acunaro01,Silver Slugger,2023,NL
acunaro01,TSN All-Star,2018,NL
acunaro01,TSN All-Star,2019,NL
acunaro01,TSN All-Star,2020,NL
acunaro01,TSN All-Star,2023,NL
acunaro01,TSN Major League Player of the Year,2023,ML
acunaro01,TSN Rookie of the Year,2018,NL
adamewi01,Player of the Week,2021,NL
adamewi01,Player of the Week,2022,NL
adamewi01,Player of the Week,2024,NL
adamsba01,Baseball Magazine All-Star,1909,ML
adamsba01,Baseball Magazine All-Star,1909,NL
adelljo01,Player of the Week,2025,AL
affelje01,This Year in Baseball Setup Man of the Year,2009,ML
ageeto01,Gold Glove,1966,AL
ageeto01,Gold Glove,1970,NL
ageeto01,Rookie of the Year,1966,AL
ageeto01,TSN Comeback Player of the Year,1969,NL
ageeto01,TSN Rookie Player of the Year,1966,AL
aguilri01,Pitcher of the Month,1993,AL
ahmedni01,Gold Glove,2018,NL
ahmedni01,Gold Glove,2019,NL
ahmedni01,Player of the Month,2019,NL
ainsmed01,Baseball Magazine All-Star,1912,AL
akerja01,TSN Fireman of the Year,1966,AL
albieoz01,All-MLB Team - Second Team,2021,ML
albieoz01,All-MLB Team - Second Team,2023,ML
albieoz01,Player of the Week,2021,NL
albieoz01,Silver Slugger,2019,NL
albieoz01,Silver Slugger,2021,NL
albieoz01,TSN All-Star,2021,NL
albieoz01,TSN All-Star,2023,NL
alcansa01,All-MLB Team - First Team,2022,ML
alcansa01,Cy Young Award,2022,NL
alcansa01,MLB Players Choice Outstanding Pitcher,2022,NL
alcansa01,Pitcher of the Month,2022,NL
alcansa01,Player of the Week,2022,NL
alcansa01,TSN All-Star,2022,NL
alcansa01,TSN Pitcher of the Year,2022,NL
alexado01,Pitcher of the Month,1984,AL
alexado01,Pitcher of the Month,1987,AL
alexaga01,Player of the Week,1978,AL
alexape01,Baseball Magazine All-Star,1911,ML
alexape01,Baseball Magazine All-Star,1911,NL
alexape01,Baseball Magazine All-Star,1913,NL
alexape01,Baseball Magazine All-Star,1914,ML
alexape01,Baseball Magazine All-Star,1914,NL
alexape01,Baseball Magazine All-Star,1915,ML
alexape01,Baseball Magazine All-Star,1915,NL
alexape01,Baseball Magazine All-Star,1916,ML
alexape01,Baseball Magazine All-Star,1916,NL
alexape01,Baseball Magazine All-Star,1917,ML
alexape01,Baseball Magazine All-Star,1917,NL
alexape01,Baseball Magazine All-Star,1920,ML
alexape01,Baseball Magazine All-Star,1920,NL
alexape01,Baseball Magazine All-Star,1923,ML
alexape01,Baseball Magazine All-Star,1923,NL
alexape01,Baseball Magazine All-Star,1925,NL
alexape01,Baseball Magazine All-Star,1927,NL
alexape01,Pitching Triple Crown,1915,NL
alexape01,Pitching Triple Crown,1916,NL
alexape01,Pitching Triple Crown,1920,NL
alexape01,TSN All-Star,1926,ML
alfonan01,Reliever of the Year Award,2000,NL
alfonan01,TSN Fireman of the Year,2000,NL
alfoned01,Silver Slugger,1999,NL
alfoned01,TSN All-Star,1999,NL
allenco01,Reliever of the Month,2017,AL
allendi01,Most Valuable Player,1972,AL
allendi01,Player of the Week,1974,AL
allendi01,Player of the Week,1974,AL
allendi01,Rookie of the Year,1964,NL
allendi01,TSN All-Star,1972,AL
allendi01,TSN All-Star,1974,AL
allendi01,TSN Player of the Year,1972,AL
allendi01,TSN Rookie Player of the Year,1964,NL
allenjo02,Baseball Magazine All-Star,1936,AL
allenjo02,Baseball Magazine All-Star,1937,AL
allenjo02,Baseball Magazine All-Star,1938,AL
allenjo02,TSN Major League Player of the Year,1937,ML
allenne01,Player of the Week,1980,NL
allenne01,Player of the Week,1981,NL
allenne01,Player of the Week,1983,NL
alleyge01,Gold Glove,1966,NL
alleyge01,Gold Glove,1967,NL
alleyge01,TSN All-Star,1966,NL
alleyge01,TSN All-Star,1967,NL
allisbo01,Rookie of the Year,1959,AL
allisbo01,TSN Rookie of the Year,1959,AL
alomaro01,ALCS MVP,1992,AL
alomaro01,All-Star Game MVP,1998,ML
alomaro01,Gold Glove,1991,AL
alomaro01,Gold Glove,1992,AL
alomaro01,Gold Glove,1993,AL
alomaro01,Gold Glove,1994,AL
alomaro01,Gold Glove,1995,AL
alomaro01,Gold Glove,1996,AL
alomaro01,Gold Glove,1998,AL
alomaro01,Gold Glove,1999,AL
alomaro01,Gold Glove,2000,AL
alomaro01,Gold Glove,2001,AL
alomaro01,Player of the Month,1992,AL
alomaro01,Player of the Week,1992,AL
alomaro01,Player of the Week,1999,AL
alomaro01,Silver Slugger,1992,AL
alomaro01,Silver Slugger,1996,AL
alomaro01,Silver Slugger,1999,AL
alomaro01,Silver Slugger,2000,AL
alomaro01,TSN All-Star,1992,AL
alomaro01,TSN All-Star,1996,AL
alomaro01,TSN All-Star,1998,AL
alomaro01,TSN All-Star,1999,AL
alomaro01,TSN All-Star,2000,AL
alomasa02,All-Star Game MVP,1997,ML
alomasa02,Gold Glove,1990,AL
alomasa02,Player of the Week,1997,AL
alomasa02,Rookie of the Year,1990,AL
alomasa02,TSN Rookie Player of the Year,1990,AL
alonspe01,All-MLB Team - First Team,2019,ML
alonspe01,MLB Players Choice Outstanding Rookie,2019,NL
alonspe01,Player of the Week,2019,NL
alonspe01,Player of the Week,2022,NL
alonspe01,Player of the Week,2023,NL
alonspe01,Player of the Week,2024,NL
alonspe01,Player of the Week,2025,NL
alonspe01,Rookie of the Month,2019,NL
alonspe01,Rookie of the Month,2019,NL
alonspe01,Rookie of the Month,2019,NL
alonspe01,Rookie of the Year,2019,NL
alonspe01,Silver Slugger,2025,NL
alonspe01,TSN All-Star,2025,NL
alonspe01,TSN Rookie of the Year,2019,NL
alonsyo01,Player of the Week,2017,AL
aloufe01,TSN All-Star,1966,NL
alouma01,TSN All-Star,1969,NL
aloumo01,Babe Ruth Award,1997,NL
aloumo01,Player of the Week,1993,NL
aloumo01,Player of the Week,1994,NL
aloumo01,Player of the Week,1998,NL
aloumo01,Player of the Week,2002,NL
aloumo01,Silver Slugger,1994,NL
aloumo01,Silver Slugger,1998,NL
aloumo01,TSN All-Star,1994,NL
aloumo01,TSN All-Star,1998,NL
altuvjo01,ALCS MVP,2019,AL
altuvjo01,All-MLB Team - First Team,2022,ML
altuvjo01,All-MLB Team - Second Team,2019,ML
altuvjo01,All-MLB Team - Second Team,2024,ML
altuvjo01,Babe Ruth Award,2017,ML
altuvjo01,Gold Glove,2015,AL
altuvjo01,Hank Aaron Award,2017,AL
altuvjo01,Lou Gehrig Memorial Award,2016,ML
altuvjo01,Majestic Athletic Always Game Award,2015,ML
altuvjo01,Majestic Athletic Always Game Award,2016,ML
altuvjo01,MLB Players Choice Outstanding Player,2016,AL
altuvjo01,MLB Players Choice Outstanding Player,2017,AL
altuvjo01,MLB Players Choice Player of the Year,2016,ML
altuvjo01,MLB Players Choice Player of the Year,2017,ML
altuvjo01,Most Valuable Player,2017,AL
altuvjo01,Player of the Month,2016,AL
altuvjo01,Player of the Month,2017,AL
altuvjo01,Player of the Week,2015,AL
altuvjo01,Player of the Week,2016,AL
altuvjo01,Player of the Week,2017,AL
altuvjo01,Player of the Week,2023,AL
altuvjo01,Player of the Week,2023,AL
altuvjo01,Silver Slugger,2014,AL
altuvjo01,Silver Slugger,2015,AL
altuvjo01,Silver Slugger,2016,AL
altuvjo01,Silver Slugger,2017,AL
altuvjo01,Silver Slugger,2018,AL
altuvjo01,Silver Slugger,2022,AL
altuvjo01,Silver Slugger,2024,AL
altuvjo01,This Year in Baseball Best Major Leaguer,2017,ML
altuvjo01,This Year in Baseball Best Major Leaguer - Postseason,2017,ML
altuvjo01,This Year in Baseball Breakout Hitter of the Year,2014,ML
altuvjo01,This Year in Baseball Breakout Player of the Year,2014,ML
altuvjo01,TSN All-Star,2016,AL
altuvjo01,TSN All-Star,2017,AL
altuvjo01,TSN All-Star,2018,AL
altuvjo01,TSN All-Star,2024,AL
altuvjo01,TSN Major League Player of the Year,2016,ML
altuvjo01,TSN Major League Player of the Year,2017,ML
alvarfr01,Rookie of the Month,2023,NL
alvarhe01,Player of the Week,2013,NL
alvarpe01,Player of the Week,2010,NL
alvarpe01,Player of the Week,2012,NL
alvarpe01,Player of the Week,2013,NL
alvarpe01,Rookie of the Month,2010,NL
alvarpe01,Silver Slugger,2013,NL
alvarwi01,Pitcher of the Month,1993,AL
alvarwi01,Player of the Week,1991,AL
alvaryo01,ALCS MVP,2021,AL
alvaryo01,All-MLB Team - First Team,2022,ML
alvaryo01,All-MLB Team - Second Team,2019,ML
alvaryo01,All-MLB Team - Second Team,2021,ML
alvaryo01,All-MLB Team - Second Team,2023,ML
alvaryo01,All-MLB Team - Second Team,2024,ML
alvaryo01,MLB Players Choice Outstanding Rookie,2019,AL
alvaryo01,Player of the Month,2022,AL
alvaryo01,Player of the Month,2023,AL
alvaryo01,Player of the Week,2022,AL
alvaryo01,Player of the Week,2022,AL
alvaryo01,Player of the Week,2024,AL
alvaryo01,Rookie of the Month,2019,AL
alvaryo01,Rookie of the Month,2019,AL
alvaryo01,Rookie of the Month,2019,AL
alvaryo01,Rookie of the Year,2019,AL
alvaryo01,Silver Slugger,2022,AL
alvaryo01,TSN All-Star,2022,AL
alvaryo01,TSN All-Star,2024,AL
alvaryo01,TSN Rookie of the Year,2019,AL
amaroru01,Gold Glove,1964,NL
anderbr01,Player of the Week,1996,AL
anderbr02,TSN Rookie Pitcher of the Year,1994,AL
anderbr04,Rookie of the Month,2009,AL
anderco01,Pitcher of the Month,2015,AL
anderga01,All-Star Game MVP,2003,ML
anderga01,Player of the Month,1995,AL
anderga01,Player of the Week,2003,AL
anderga01,Player of the Week,2003,AL
anderga01,Silver Slugger,2002,AL
anderga01,Silver Slugger,2003,AL
anderga01,TSN All-Star,2002,AL
anderga01,TSN All-Star,2003,AL
anderga01,TSN Rookie Player of the Year,1995,AL
anderni01,All-MLB Team - First Team,2020,ML
anderti01,Player of the Month,2019,AL
anderti01,Silver Slugger,2020,AL
anderti01,TSN All-Star,2020,AL
andrero01,Player of the Week,1977,NL
andruel01,This Year in Baseball Defensive Player of the Year,2010,ML
andujjo01,Gold Glove,1984,NL
andujjo01,Pitcher of the Month,1979,NL
andujjo01,Pitcher of the Month,1982,NL
andujjo01,Player of the Week,1976,NL
andujjo01,Player of the Week,1984,NL
andujjo01,Player of the Week,1984,NL
andujjo01,TSN Comeback Player of the Year,1984,NL
andujmi01,MLB Players Choice Outstanding Rookie,2018,AL
andujmi01,Rookie of the Month,2018,AL
andujmi01,Rookie of the Month,2018,AL
andujmi01,TSN Rookie of the Year,2018,AL
ankieri01,TSN Rookie Pitcher of the Year,2000,NL
antonjo02,TSN All-Star,1954,ML
antonjo02,TSN All-Star,1959,ML
antonjo02,TSN Pitcher of the Year,1954,NL
aparilu01,Gold Glove,1958,AL
aparilu01,Gold Glove,1959,AL
aparilu01,Gold Glove,1960,AL
aparilu01,Gold Glove,1961,AL
aparilu01,Gold Glove,1962,AL
aparilu01,Gold Glove,1964,AL
aparilu01,Gold Glove,1966,AL
aparilu01,Gold Glove,1968,AL
aparilu01,Gold Glove,1970,AL
aparilu01,Rookie of the Year,1956,AL
aparilu01,TSN All-Star,1963,AL
aparilu01,TSN All-Star,1966,AL
aparilu01,TSN All-Star,1968,AL
aparilu01,TSN All-Star,1970,AL
aparilu01,TSN All-Star,1972,AL
aparilu01,TSN Rookie of the Year,1956,AL
appieke01,Pitcher of the Month,1992,AL
appieke01,Pitcher of the Month,1995,AL
appieke01,Player of the Week,1993,AL
appieke01,TSN Rookie Pitcher of the Year,1990,AL
applilu01,Baseball Magazine All-Star,1936,AL
applilu01,Baseball Magazine All-Star,1936,ML
applilu01,Baseball Magazine All-Star,1937,AL
applilu01,Baseball Magazine All-Star,1937,ML
applilu01,Baseball Magazine All-Star,1940,AL
applilu01,Baseball Magazine All-Star,1940,ML
applilu01,Baseball Magazine All-Star,1943,AL
applilu01,TSN All-Star,1936,ML
applilu01,TSN All-Star,1940,ML
applilu01,TSN All-Star,1943,ML
aquinar01,Player of the Month,2019,NL
aquinar01,Player of the Week,2019,NL
aquinar01,Rookie of the Month,2019,NL
archech01,Pitcher of the Month,2013,AL
archech01,Player of the Week,2015,AL
archech01,Rookie of the Month,2013,AL
archech01,This Year in Baseball Best Social Media Personality,2015,ML
archeji01,Baseball Magazine All-Star,1910,ML
archeji01,Baseball Magazine All-Star,1910,NL
archeji01,Baseball Magazine All-Star,1911,NL
archeji01,Baseball Magazine All-Star,1912,ML
archeji01,Baseball Magazine All-Star,1912,NL
archeji01,Baseball Magazine All-Star,1913,ML
archeji01,Baseball Magazine All-Star,1913,NL
archeji01,Baseball Magazine All-Star,1914,ML
archeji01,Baseball Magazine All-Star,1914,NL
arenano01,All-MLB Team - Second Team,2022,ML
arenano01,Gold Glove,2013,NL
arenano01,Gold Glove,2014,NL
arenano01,Gold Glove,2015,NL
arenano01,Gold Glove,2016,NL
arenano01,Gold Glove,2017,NL
arenano01,Gold Glove,2018,NL
arenano01,Gold Glove,2019,NL
arenano01,Gold Glove,2020,NL
arenano01,Gold Glove,2021,NL
arenano01,Gold Glove,2022,NL
arenano01,Majestic Athletic Always Game Award,2017,ML
arenano01,Platinum Glove,2017,NL
arenano01,Platinum Glove,2018,NL
arenano01,Platinum Glove,2019,NL
arenano01,Platinum Glove,2020,NL
arenano01,Platinum Glove,2021,NL
arenano01,Platinum Glove,2022,NL
arenano01,Player of the Month,2015,NL
arenano01,Player of the Month,2017,NL
arenano01,Player of the Month,2022,NL
arenano01,Player of the Month,2022,NL
arenano01,Player of the Week,2014,NL
arenano01,Player of the Week,2015,NL
arenano01,Player of the Week,2016,NL
arenano01,Player of the Week,2017,NL
arenano01,Player of the Week,2018,NL
arenano01,Player of the Week,2019,NL
arenano01,Player of the Week,2022,NL
arenano01,Player of the Week,2022,NL
arenano01,Silver Slugger,2015,NL
arenano01,Silver Slugger,2016,NL
arenano01,Silver Slugger,2017,NL
arenano01,Silver Slugger,2018,NL
arenano01,Silver Slugger,2022,NL
arenano01,This Year in Baseball Best Defensive Player,2017,ML
arenano01,This Year in Baseball Best Play - Offense,2017,ML
arenano01,TSN All-Star,2018,NL
arenano01,TSN All-Star,2022,NL
arencjp01,Player of the Week,2012,AL
armasto01,Player of the Month,1984,AL
armasto01,Player of the Week,1981,AL
armasto01,Player of the Week,1981,AL
armasto01,Player of the Week,1983,AL
armasto01,Player of the Week,1985,AL
armasto01,Player of the Week,1985,AL
armasto01,Silver Slugger,1984,AL
armasto01,TSN All-Star,1981,AL
armasto01,TSN All-Star,1984,AL
armasto01,TSN Player of the Year,1981,AL
armstja01,Pitcher of the Month,1990,NL
arozara01,ALCS MVP,2020,AL
arozara01,Babe Ruth Award,2020,ML
arozara01,Rookie of the Year,2021,AL
arraelu01,Player of the Week,2024,NL
arraelu01,Silver Slugger,2022,AL
arraelu01,Silver Slugger,2023,NL
arrieja01,Cy Young Award,2015,NL
arrieja01,Pitcher of the Month,2015,NL
arrieja01,Pitcher of the Month,2015,NL
arrieja01,Pitcher of the Month,2016,NL
arrieja01,Pitcher of the Month,2017,NL
arrieja01,Player of the Week,2015,NL
arrieja01,Player of the Week,2015,NL
arrieja01,Player of the Week,2015,NL
arrieja01,Player of the Week,2016,NL
arrieja01,Silver Slugger,2016,NL
arrieja01,This Year in Baseball Best Breakout Player,2015,ML
arrieja01,This Year in Baseball Best Pitcher,2015,ML
arrigsp01,Rookie of the Month,2024,AL
arrojro01,TSN Rookie Pitcher of the Year,1998,AL
arroybr01,Gold Glove,2010,NL
arroybr01,Player of the Week,2008,NL
arroylu01,TSN Fireman of the Year,1961,AL
ashburi01,TSN Rookie of the Year,1948,ML
atkinga01,Player of the Week,2006,NL
atkinga01,Player of the Week,2006,NL
atkinga01,Rookie of the Month,2005,NL
aurilri01,Player of the Week,2001,NL
aurilri01,Player of the Week,2003,NL
aurilri01,Silver Slugger,2001,NL
aurilri01,TSN All-Star,2001,NL
ausmubr01,Gold Glove,2001,NL
ausmubr01,Gold Glove,2002,NL
ausmubr01,Gold Glove,2006,NL
averiea01,Baseball Magazine All-Star,1930,AL
averiea01,Baseball Magazine All-Star,1931,AL
averiea01,Baseball Magazine All-Star,1932,AL
averiea01,Baseball Magazine All-Star,1933,AL
averiea01,Baseball Magazine All-Star,1936,AL
averiea01,Baseball Magazine All-Star,1936,ML
averiea01,Baseball Magazine All-Star,1938,AL
averiea01,TSN All-Star,1931,ML
averiea01,TSN All-Star,1932,ML
averiea01,TSN All-Star,1934,ML
averiea01,TSN All-Star,1936,ML
averyst01,NLCS MVP,1991,NL
averyst01,Player of the Week,1991,NL
averyst01,Player of the Week,1993,NL
averyst01,TSN All-Star,1993,NL
avilaal01,Silver Slugger,2011,AL
avilabo01,TSN All-Star,1954,ML
avilemi01,Player of the Week,2008,AL
axforjo01,Reliever of the Month,2011,ML
axforjo01,Reliever of the Year Award,2011,NL
ayalabo01,TSN Player of the Year,1954,AL
aybarer01,Gold Glove,2011,AL
aybarer01,Player of the Week,2011,AL
baderha01,Gold Glove,2021,NL
baderha01,Player of the Week,2021,NL
baergca01,Player of the Week,1993,AL
baergca01,Player of the Week,1993,AL
baergca01,Silver Slugger,1993,AL
baergca01,Silver Slugger,1994,AL
baergca01,TSN All-Star,1993,AL
baergca01,TSN All-Star,1995,AL
baezja01,Gold Glove,2020,NL
baezja01,NLCS MVP,2016,NL
baezja01,Player of the Week,2018,NL
baezja01,Silver Slugger,2018,NL
baezja01,TSN All-Star,2018,NL
bagbyji01,Baseball Magazine All-Star,1920,AL
bagbyji01,Baseball Magazine All-Star,1920,ML
bagbyji02,Baseball Magazine All-Star,1942,AL
bagweje01,Gold Glove,1994,NL
bagweje01,MLB Players Choice Outstanding Player,1994,NL
bagweje01,Most Valuable Player,1994,NL
bagweje01,Player of the Month,1993,NL
bagweje01,Player of the Month,1994,NL
bagweje01,Player of the Month,1994,NL
bagweje01,Player of the Month,1996,NL
bagweje01,Player of the Month,2001,NL
bagweje01,Player of the Week,1993,NL
bagweje01,Player of the Week,1994,NL
bagweje01,Player of the Week,1994,NL
bagweje01,Player of the Week,1994,NL
bagweje01,Player of the Week,1997,NL
bagweje01,Player of the Week,2000,NL
bagweje01,Rookie of the Year,1991,NL
bagweje01,Silver Slugger,1994,NL
bagweje01,Silver Slugger,1997,NL
bagweje01,Silver Slugger,1999,NL
bagweje01,TSN All-Star,1994,NL
bagweje01,TSN All-Star,1996,NL
bagweje01,TSN All-Star,1997,NL
bagweje01,TSN All-Star,1999,NL
bagweje01,TSN Major League Player of the Year,1994,ML
bagweje01,TSN Rookie Player of the Year,1991,NL
bahnsst01,Rookie of the Year,1968,AL
bahnsst01,TSN Rookie Pitcher of the Year,1968,AL
bailean01,Player of the Week,2013,AL
bailean01,Rookie of the Month,2009,AL
bailean01,Rookie of the Year,2009,AL
bailebo01,Player of the Week,1973,NL
baileho02,Player of the Week,2009,NL
baileho02,Player of the Week,2012,NL
baileho02,Player of the Week,2013,NL
bailepa01,Gold Glove,2024,NL
bailepa01,Gold Glove,2025,NL
baineha01,Outstanding DH Award,1987,AL
baineha01,Outstanding DH Award,1988,AL
baineha01,Player of the Week,1982,AL
baineha01,Player of the Week,1983,AL
baineha01,Player of the Week,1984,AL
baineha01,Player of the Week,1991,AL
baineha01,Silver Slugger,1989,AL
baineha01,TSN All-Star,1985,AL
baineha01,TSN All-Star,1988,AL
baineha01,TSN All-Star,1989,AL
bairdo01,Player of the Week,1978,NL
bakerdu01,Gold Glove,1981,NL
bakerdu01,NLCS MVP,1977,NL
bakerdu01,Player of the Month,1980,NL
bakerdu01,Player of the Month,1983,NL
bakerdu01,Player of the Week,1979,NL
bakerdu01,Player of the Week,1982,NL
bakerdu01,Player of the Week,1983,NL
bakerdu01,Silver Slugger,1980,NL
bakerdu01,Silver Slugger,1981,NL
bakerdu01,TSN All-Star,1980,NL
bakerfr01,Baseball Magazine All-Star,1911,AL
bakerfr01,Baseball Magazine All-Star,1911,ML
bakerfr01,Baseball Magazine All-Star,1913,AL
bakerfr01,Baseball Magazine All-Star,1913,ML
bakerfr01,Baseball Magazine All-Star,1914,AL
bakerfr01,Baseball Magazine All-Star,1914,ML
bakerfr01,Baseball Magazine All-Star,1918,AL
bakerje03,Player of the Week,2008,NL
balbost01,Player of the Week,1985,AL
baldero01,Rookie of the Month,2003,AL
baldero01,Rookie of the Month,2003,AL
baldwdr01,Rookie of the Year,2025,NL
baldwja01,Pitcher of the Month,2000,AL
baldwja01,TSN Rookie Pitcher of the Year,1996,AL
ballaje01,Pitcher of the Month,1989,AL
bancrda01,Baseball Magazine All-Star,1915,ML
bancrda01,Baseball Magazine All-Star,1915,NL
bancrda01,Baseball Magazine All-Star,1921,ML
bancrda01,Baseball Magazine All-Star,1921,NL
bancrda01,Baseball Magazine All-Star,1923,ML
bancrda01,Baseball Magazine All-Star,1923,NL
bancrda01,Baseball Magazine All-Star,1926,ML
bancrda01,Baseball Magazine All-Star,1926,NL
bandosa01,Player of the Week,1976,AL
bandosa01,TSN All-Star,1973,AL
bandosa01,TSN All-Star,1974,AL
bankser01,Gold Glove,1960,NL
bankser01,Lou Gehrig Memorial Award,1967,ML
bankser01,Most Valuable Player,1958,NL
bankser01,Most Valuable Player,1959,NL
bankser01,TSN All-Star,1955,ML
bankser01,TSN All-Star,1958,ML
bankser01,TSN All-Star,1959,ML
bankser01,TSN All-Star,1960,ML
bankser01,TSN Player of the Year,1958,NL
bankser01,TSN Player of the Year,1959,NL
bannibr01,Player of the Week,2008,AL
bannibr01,Rookie of the Month,2007,AL
bannibr01,Rookie of the Month,2007,AL
bardda01,MLB Players Choice Comeback Player,2020,NL
bardda01,TSN Comeback Player of the Year,2020,NL
bardebr01,Rookie of the Month,2009,NL
barfije01,Gold Glove,1986,AL
barfije01,Gold Glove,1987,AL
barfije01,Player of the Week,1983,AL
barfije01,Silver Slugger,1986,AL
barfijo02,Rookie of the Month,2006,NL
barkele01,Player of the Week,1979,AL
barkele01,Player of the Week,1981,AL
barmecl01,Rookie of the Month,2005,NL
barneda01,Gold Glove,2012,NL
barneda01,Rookie of the Month,2011,NL
barneje01,Baseball Magazine All-Star,1919,NL
barnema01,Reliever of the Month,2021,AL
barnhtu01,Gold Glove,2017,NL
barnhtu01,Gold Glove,2020,NL
barojsa01,Player of the Week,1982,AL
barraky01,Reliever of the Month,2018,NL
barrema02,ALCS MVP,1986,AL
barremi01,Player of the Week,2002,NL
barremi01,Silver Slugger,2005,NL
barrere01,Baseball Magazine All-Star,1945,NL
barryja01,Baseball Magazine All-Star,1913,AL
barryja01,Baseball Magazine All-Star,1914,AL
bartedi01,Baseball Magazine All-Star,1932,NL
bartedi01,TSN All-Star,1937,ML
bassich01,Pitcher of the Month,2020,AL
basske01,Player of the Month,1986,NL
basske01,Player of the Week,1986,NL
basske01,Player of the Week,1989,NL
bassljo01,Baseball Magazine All-Star,1924,AL
bassljo01,Baseball Magazine All-Star,1924,ML
batisto01,Player of the Week,2004,NL
batteea01,Gold Glove,1960,AL
batteea01,Gold Glove,1961,AL
batteea01,Gold Glove,1962,AL
batteea01,TSN All-Star,1962,AL
batteea01,TSN All-Star,1965,AL
bauertr01,All-MLB Team - First Team,2020,ML
bauertr01,Cy Young Award,2020,NL
bauertr01,MLB Players Choice Outstanding Pitcher,2020,NL
bauertr01,Pitcher of the Month,2020,NL
bauertr01,Player of the Week,2019,AL
bautida01,Player of the Week,2004,NL
bautife01,All-MLB Team - First Team,2023,ML
bautife01,Reliever of the Month,2023,AL
bautife01,Reliever of the Month,2023,AL
bautife01,Reliever of the Month,2023,AL
bautife01,Reliever of the Year Award,2023,AL
bautife01,TSN All-Star,2023,AL
bautife01,TSN Reliever of the Year,2023,AL
bautijo02,Hank Aaron Award,2010,AL
bautijo02,Hank Aaron Award,2011,AL
bautijo02,Player of the Month,2010,AL
bautijo02,Player of the Month,2010,AL
bautijo02,Player of the Month,2011,AL
bautijo02,Player of the Month,2011,AL
bautijo02,Player of the Month,2012,AL
bautijo02,Player of the Week,2010,AL
bautijo02,Player of the Week,2010,AL
